Index	NumberPSM	Gene	MaxPepProb	ReferenceIntensity	C10_A1_1	SVEC_A1_1	SVEC_A1_2	C10_A1_2	Control_A1	SVEC_A1_3	SVEC_A1_4	C10_A1_3	C10_A1_4	C10_A2_1	SVEC_A2_1	SVEC_A2_2	C10_A2_2	Control_A2	SVEC_A2_3	SVEC_A2_4	C10_A2_3	C10_A2_4	C10_B1_1	SVEC_B1_1	SVEC_B1_2	C10_B1_2	Control_B1	SVEC_B1_3	SVEC_B1_4	C10_B1_3	C10_B1_4	C10_B2_1	SVEC_B2_1	SVEC_B2_2	C10_B2_2	Control_B2	SVEC_B2_3	SVEC_B2_4	C10_B2_3	C10_B2_4	C10_C1_1	SVEC_C1_1	SVEC_C1_2	C10_C1_2	Control_C1	SVEC_C1_3	SVEC_C1_4	C10_C1_3	C10_C1_4	C10_C2_1	SVEC_C2_1	SVEC_C2_2	C10_C2_2	Control_C2	SVEC_C2_3	SVEC_C2_4	C10_C2_3	C10_C2_4	C10_A3_1	SVEC_A3_1	SVEC_A3_2	C10_A3_2	Control_A3	SVEC_A3_3	SVEC_A3_4	C10_A3_3	C10_A3_4	C10_A4_1	SVEC_A4_1	SVEC_A4_2	C10_A4_2	Control_A4	SVEC_A4_3	SVEC_A4_4	C10_A4_3	C10_A4_4	C10_B3_1	SVEC_B3_1	SVEC_B3_2	C10_B3_2	Control_B3	SVEC_B3_3	SVEC_B3_4	C10_B3_3	C10_B3_4	C10_B4_1	SVEC_B4_1	SVEC_B4_2	C10_B4_2	Control_B4	SVEC_B4_3	SVEC_B4_4	C10_B4_3	C10_B4_4	C10_C3_1	SVEC_C3_1	SVEC_C3_2	C10_C3_2	Control_C3	SVEC_C3_3	SVEC_C3_4	C10_C3_3	C10_C3_4	C10_C4_1	SVEC_C4_1	SVEC_C4_2	C10_C4_2	Control_C4	SVEC_C4_3	SVEC_C4_4	C10_C4_3	C10_C4_4	C10_A5_1	SVEC_A5_1	SVEC_A5_2	C10_A5_2	Control_A5	SVEC_A5_3	SVEC_A5_4	C10_A5_3	C10_A5_4	C10_A6_1	SVEC_A6_1	SVEC_A6_2	C10_A6_2	Control_A6	SVEC_A6_3	SVEC_A6_4	C10_A6_3	C10_A6_4	C10_B5_1	SVEC_B5_1	SVEC_B5_2	C10_B5_2	Control_B5	SVEC_B5_3	SVEC_B5_4	C10_B5_3	C10_B5_4	C10_B6_1	SVEC_B6_1	SVEC_B6_2	C10_B6_2	Control_B6	SVEC_B6_3	SVEC_B6_4	C10_B6_3	C10_B6_4	C10_C5_1	SVEC_C5_1	SVEC_C5_2	C10_C5_2	Control_C5	SVEC_C5_3	SVEC_C5_4	C10_C5_3	C10_C5_4	C10_C6_1	SVEC_C6_1	SVEC_C6_2	C10_C6_2	Control_C6	SVEC_C6_3	SVEC_C6_4	C10_C6_3	C10_C6_4	C10_A7_1	SVEC_A7_1	SVEC_A7_2	C10_A7_2	Control_A7	SVEC_A7_3	SVEC_A7_4	C10_A7_3	C10_A7_4	C10_A8_1	SVEC_A8_1	SVEC_A8_2	C10_A8_2	Control_A8	SVEC_A8_3	SVEC_A8_4	C10_A8_3	C10_A8_4	C10_B7_1	SVEC_B7_1	SVEC_B7_2	C10_B7_2	Control_B7	SVEC_B7_3	SVEC_B7_4	C10_B7_3	C10_B7_4	C10_B8_1	SVEC_B8_1	SVEC_B8_2	C10_B8_2	Control_B8	SVEC_B8_3	SVEC_B8_4	C10_B8_3	C10_B8_4	C10_C7_1	SVEC_C7_1	SVEC_C7_2	C10_C7_2	Control_C7	SVEC_C7_3	SVEC_C7_4	C10_C7_3	C10_C7_4	C10_C8_1	SVEC_C8_1	SVEC_C8_2	C10_C8_2	Control_C8	SVEC_C8_3	SVEC_C8_4	C10_C8_3	C10_C8_4	Contaminants	no cut-off	30% cut-off	50% cut-off	70% cut-off
Q9DAM7	1	Tmem263	1	15.04938416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.84991058	15.1088696	15.66666416	NA	NA	14.7576784	15.28256368	15.49539488	15.81743999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tmem263			
Q8BXN9	4	Tmem87a	0.9998	16.90698852	17.61245632	17.5453209	18.01482813	NA	NA	17.37549985	17.29803215	17.10466066	16.65802332	16.96412258	17.55229711	NA	18.01252302	NA	16.7240455	18.03838706	17.41310841	17.46875784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.65058427	17.1250216	17.35109327	NA	NA	17.43284885	16.8615072	17.71897969	17.20258274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.90163746	17.90845558	17.53685535	NA	NA	17.60107959	17.67707197	17.06791747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tmem87a			
Q8BRH0	6	Tmtc3	1	18.45734438	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.8144011	18.64404337	NA	19.02372665	19.47231454	NA	NA	NA	NA	NA	18.2470211	18.12563786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.44455001	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.62303663	19.74126132	19.37815776	18.33510574	18.20583031	19.4061738	19.43135456	19.59945708	19.37073184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.28425054	20.12193127	19.62982398	19.39366603	NA	19.43513367	19.87004219	20.22554474	20.18898336	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.13566854	19.7411035	19.59248837	19.62612788	18.01750051	19.35408355	19.8824642	19.82160379	19.87574164		Tmtc3			
Q6P2B1	4	Tnpo3	1	16.19141007	18.82059502	18.11658811	NA	NA	NA	NA	NA	18.29494108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.80755133	17.98779034	NA	NA	NA	17.53264597	17.99769428	17.87248466	17.56780109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.43530549	16.29770961	16.82708676	18.16239043	17.55530773	16.84448951	17.22071786	17.61711549	16.34209454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tnpo3			
Q5SSZ5	2	Tns3	0.999	18.6156251	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.02528756	18.98241677	18.48889795	NA	NA	19.60032229	18.8769193	19.25642517	18.84215664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.57422389	17.71948424	18.68415271	18.08023758	NA	19.03380541	18.58953512	18.86478857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tns3			
Q9CPQ3	14	Tomm22	1	21.44022318	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.58230727	NA	19.82502686	23.48074772	NA	21.23526367	21.89545562	20.41081715	20.98396423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.825628	19.81452174	NA	NA	NA	20.49040381	20.7090828	20.50231059	20.76187101	20.85231848	NA	20.99638515	NA	NA	20.67187547	20.87892022	21.50397107	21.07138625	21.06642952	20.67851162	21.21623617	NA	NA	20.5069384	21.54928294	21.20359648	20.72097704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.25933867	21.3299607	NA	21.7163231	NA	21.0758173	21.54576917	21.18857138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.12803369	21.51905301	NA	NA	NA	20.7840774	20.57076335	21.2440341	21.44296166	NA	NA	NA	NA	NA	NA	21.75082514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tomm22			
Q04750	10	Top1	1	18.27298054	17.85541887	17.57744222	18.36135051	NA	NA	NA	18.8713083	17.52325946	18.02325134	18.16805866	18.26089866	NA	19.01220649	NA	18.6869066	NA	18.31204519	18.11151827	NA	NA	NA	NA	NA	NA	17.75557422	17.7100456	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.20163913	NA	NA	NA	18.91750378	18.44771028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.02418687	18.13811877	NA	19.03819595	NA	NA	18.64190265	18.02716359	17.40354617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.7690901	18.17786087	NA	NA	NA	18.10846663	18.33619948	17.82531847	17.43341188	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.09478097	NA	19.97753453	NA	20.25700336	19.35119574	18.87242691	NA	18.66277358	18.87568813	NA	NA	NA	19.22381421	19.22409945	18.90647925	18.29872441	18.66376574	19.46875326	NA	NA	NA	18.87822709	19.30772506	17.97180296	18.98160299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Top1			
Q64511	3	Top2b	1	16.67920071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9529872	NA	16.9150174	NA	NA	17.2337851	16.99255226	16.53626047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.74509838	NA	NA	NA	NA	NA	17.64573759	NA	16.93525807	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.89128092	NA	NA	NA	NA	17.85368832	16.70736928	16.79203383	16.83304114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Top2b			
Q8BYU6	20	Tor1aip2	1	19.45544317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.47858389	20.73314886	20.42203969	NA	20.08189354	20.58770511	19.40879514	19.43868573	20.11957493	NA	NA	21.46470311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.22600451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.61432726	20.3812417	21.17610709	20.45235122	NA	21.02938057	20.44364334	NA	NA	NA	20.25650802	19.6723757	20.14123855	19.81769058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.29272916	19.34090627	19.98447324	NA	NA	19.72150744	19.32009637	18.9639348	19.95632539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.97438098	NA	NA	19.24091053	18.96155931	18.0638254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.9842799	NA	20.21633447	21.33990144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.09127504	19.75398404	19.7498152	NA	NA	19.98034055	20.13102449	20.85318208	19.94997358	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tor1aip2			
P70399	2	Tp53bp1	1	14.78043752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.54079327	15.80609449	NA	NA	NA	16.15651383	16.41000825	15.76627753	15.76283	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.83969815	15.41557422	15.86827381	16.13007552	15.98141485	16.28137499	15.99564807	16.1617326	15.81935411	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tp53bp1			
Q62393	5	Tpd52	0.9998	16.90449225	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.45413199	17.93616563	17.7742501	NA	NA	18.16160762	17.81941842	17.35148967	17.0398954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.92158987	NA	17.89324629	NA	NA	NA	NA	NA	NA	18.92511325	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.34195711	17.508829	NA	NA	18.82792617	17.86629456	18.42614533	17.38182077	16.55700993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.02504331	16.99736601	16.30362021	NA	17.33026814	16.55518582	18.20354844	17.01820185	NA		Tpd52			
O89023	13	Tpp1	1	20.03889144	19.20635122	19.76805039	NA	NA	NA	NA	19.22251429	19.58518797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.23276996	NA	NA	NA	NA	NA	18.77601616	19.36751423	18.73603879	20.25698571	21.20716909	NA	20.45757157	19.74391027	19.13055584	18.48525496	19.13465876	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.73015868	NA	NA	NA	NA	17.75609783	18.15998548	17.26669946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.97080021	20.17453023	NA	20.81852289	19.94139719	21.06346644	NA	NA	19.01278073	18.74996034	20.13097651	20.00941996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.78949649	20.420948	18.94627749	NA	NA	21.2686261	18.16240857	18.8740087	19.33867696	19.80597429	NA	20.48486504	NA	NA	20.3507877	18.96001041	20.42152726	20.13198966	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.67149474	NA	20.29562763	NA	NA	20.58432419	20.55528824	20.53491357	21.17419482	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Tpp1			
Q8K2L8	1	Trappc12	0.9999	11.59377969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12.85196814	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Trappc12			
Q91XB0	2	Trex1	1	16.18711951	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.54086111	15.49540811	16.27590977	NA	16.37410786	16.19034495	16.05968913	15.87044013	15.78301485	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.69298824	15.04667368	15.09423066	NA	NA	15.81358409	16.03438099	15.55260344	16.09216864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Trex1			
Q8CJ53	1	Trip10	0.9996	16.26749832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.60773461	16.30034236	NA	16.59036016	17.70140518	16.23010987	15.51140344	16.65275867	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Trip10			
G5E870	6	Trip12	1	16.47705906	18.19768503	NA	18.423297	NA	NA	NA	18.91206704	17.52288159	NA	NA	18.47577128	NA	NA	NA	18.1203642	NA	NA	NA	NA	18.42659373	18.16207075	NA	NA	18.1614249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.78912438	18.12586269	NA	NA	NA	NA	17.43592525	NA	NA	NA	NA	NA	NA	NA	NA	17.23296784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.80598311	18.57326938	17.2221673	17.98131734	NA	17.66698142	17.63478468	17.73518601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		Trip12			
