,gene
3063,Dnajc16
3064,Dnajc17
3065,Dnajc18
3066,Dnajc19
3067,Dnajc19-ps
3068,Dnajc2
3069,Dnajc21
3070,Dnajc22
3071,Dnajc24
3072,Dnajc25
3073,Dnajc27
3074,Dnajc3
3075,Dnajc30
3076,Dnajc4
3077,Dnajc5
3078,Dnajc7
3079,Dnajc8
3080,Dnajc9
3081,Dnal1
3082,Dnal4
3083,Dnali1
3084,Dnase2a
3085,Dner
3086,Dnhd1
3087,Dnlz
3088,Dnm1
3089,Dnm1l
3090,Dnm2
3091,Dnm3
3092,Dnmbp
3093,Dnmt1
3094,Dnmt3a
3095,Dnmt3b
3096,Dnmt3c
3097,Dnpep
3098,Dnph1
3099,Dnttip1
3100,Dnttip2
3101,Doc2b
3102,Dock1
3103,Dock10
3104,Dock11
3105,Dock3
3106,Dock4
3107,Dock5
3108,Dock6
3109,Dock7
3110,Dock8
3111,Dock9
3112,Dohh
3113,Dok1
3114,Dok2
3115,Dok5
3116,Dok6
3117,Dolk
3118,Donson
3119,Dop1a
3120,Dop1b
3121,Dot1l
3122,Dpagt1
3123,Dpep2
3124,Dpf2
3125,Dpf3
3126,Dph1
3127,Dph3
3128,Dph5
3129,Dph6
3130,Dph7
3131,Dpm1
3132,Dpm2
3133,Dpm3
3134,Dpp10
3135,Dpp3
3136,Dpp6
3137,Dpp7
3138,Dpp8
3139,Dpp9
3140,Dppa2
3141,Dppa3
3142,Dppa4
3143,Dpy19l1
3144,Dpy19l3
3145,Dpy19l4
3146,Dpy30
3147,Dpyd
3148,Dpys
3149,Dpysl2
3150,Dpysl3
3151,Dpysl5
3152,Dqx1
3153,Dr1
3154,Dram1
3155,Dram2
3156,Drap1
3157,Draxin
3158,Drg1
3159,Drg2
3160,Drosha
3161,Dscaml1
3162,Dscc1
3163,Dse
3164,Dsel
3165,Dsn1
3166,Dst
3167,Dstn
3168,Dstyk
3169,Dtd1
3170,Dtd2
3171,Dtl
3172,Dtna
3173,Dtnb
3174,Dtnbp1
3175,Dtwd1
3176,Dtwd2
3177,Dtx2
3178,Dtx3
3179,Dtx3l
3180,Dtymk
3181,Dubr
3182,Dupd1
3183,Dus2
3184,Dus3l
3185,Dus4l
3186,Dusp1
3187,Dusp10
3188,Dusp11
3189,Dusp12
3190,Dusp13
3191,Dusp14
3192,Dusp16
3193,Dusp19
3194,Dusp22
3195,Dusp27
3196,Dusp28
3197,Dusp3
3198,Dusp4
3199,Dusp6
3200,Dusp7
3201,Dut
3202,Dvl2
3203,Dvl3
3204,Dxo
3205,Dym
3206,Dync1h1
3207,Dync1i1
3208,Dync1i2
3209,Dync1li1
3210,Dync1li2
3211,Dync2h1
3212,Dync2li1
3213,Dynll1
3214,Dynll2
3215,Dynlrb1
3216,Dynlt1-ps1
3217,Dynlt1a
3218,Dynlt1b
3219,Dynlt1c
3220,Dynlt1f
3221,Dynlt3
3222,Dyrk1a
3223,Dyrk2
3224,Dyrk4
3225,Dysf
3226,Dzank1
3227,Dzip1
3228,Dzip1l
3229,Dzip3
3230,E030024N20Rik
3231,E030030I06Rik
3232,E130006D01Rik
3233,E130307A14Rik
3234,E130308A19Rik
3235,E130311K13Rik
3236,E130317F20Rik
3237,E230016K23Rik
3238,E230029C05Rik
3239,E230032D23Rik
3240,E2f1
3241,E2f2
3242,E2f3
3243,E2f4
3244,E2f5
3245,E2f7
3246,E330021D16Rik
3247,E330034G19Rik
3248,E330034L11Rik
3249,E430024I08Rik
3250,E430024P14Rik
3251,E4f1
3252,EU599041
3253,Eapp
3254,Ears2
3255,Ebag9
3256,Ebf1
3257,Ebna1bp2
3258,Ebp
3259,Ebpl
3260,Ecd
3261,Ece1
3262,Ech1
3263,Echdc1
3264,Echdc2
3265,Echs1
3266,Eci1
3267,Eci2
3268,Ecm1
3269,Ecpas
3270,Ecscr
3271,Ecsit
3272,Ect2
3273,Eda2r
3274,Edaradd
3275,Edc3
3276,Edem1
3277,Edem2
3278,Edem3
3279,Edf1
3280,Edil3
3281,Edn1
3282,Edrf1
3283,Eea1
3284,Eed
3285,Eef1a1
3286,Eef1a1-ps1
3287,Eef1akmt1
3288,Eef1akmt2
3289,Eef1akmt3
3290,Eef1b2
3291,Eef1d
3292,Eef1e1
3293,Eef1g
3294,Eef2
3295,Eef2kmt
3296,Eefsec
3297,Efcab11
3298,Efcab14
3299,Efcab2
3300,Efcab5
3301,Efcab6
3302,Efcab8
3303,Efcc1
3304,Efemp1
3305,Efemp2
3306,Efhb
3307,Efhc2
3308,Efhd1
3309,Efhd2
3310,Efl1
3311,Efna2
3312,Efna5
3313,Efnb1
3314,Efnb2
3315,Efr3a
3316,Efr3b
3317,Eftud2
3318,Egf
3319,Egfem1
3320,Egfr
3321,Egln1
3322,Egln2
3323,Egr1
3324,Ehbp1
3325,Ehbp1l1
3326,Ehd1
3327,Ehd2
3328,Ehd4
3329,Ehhadh
3330,Ehmt1
3331,Ehmt2
3332,Ei24
3333,Eid1
3334,Eid2b
3335,Eif1
3336,Eif1-ps1
3337,Eif1-ps2
3338,Eif1a
3339,Eif1ad
3340,Eif1ax
3341,Eif1b
3342,Eif2a
3343,Eif2ak1
3344,Eif2ak2
3345,Eif2ak3
3346,Eif2ak4
3347,Eif2b1
3348,Eif2b2
3349,Eif2b3
3350,Eif2b4
3351,Eif2b5
3352,Eif2d
3353,Eif2s1
3354,Eif2s2
3355,Eif2s3x
3356,Eif3a
3357,Eif3b
3358,Eif3c
3359,Eif3d
3360,Eif3e
3361,Eif3f
3362,Eif3g
3363,Eif3h
3364,Eif3i
3365,Eif3j1
3366,Eif3j2
3367,Eif3k
3368,Eif3l
3369,Eif3m
3370,Eif3s6-ps2
3371,Eif4a-ps4
3372,Eif4a1
3373,Eif4a2
3374,Eif4a3
3375,Eif4a3l1
3376,Eif4a3l2
3377,Eif4b
3378,Eif4e
3379,Eif4e2
3380,Eif4ebp1
3381,Eif4ebp2
3382,Eif4enif1
3383,Eif4g1
3384,Eif4g2
3385,Eif4g3
3386,Eif4h
3387,Eif5
3388,Eif5a
3389,Eif5b
3390,Eif6
3391,Eipr1
3392,Elavl1
3393,Eldr
3394,Elf1
3395,Elf2
3396,Elf4
3397,Elfn1
3398,Elk1
3399,Elk3
3400,Elk4
3401,Ell
3402,Ell2
3403,Elmo1
3404,Elmo2
3405,Elmod1
3406,Elmsan1
3407,Eln
3408,Eloa
3409,Elob
3410,Eloc
3411,Elof1
3412,Elovl1
3413,Elovl4
3414,Elovl5
3415,Elovl6
3416,Elovl7
3417,Elp1
3418,Elp2
3419,Elp3
3420,Elp4
3421,Elp5
3422,Elp6
3423,Emb
3424,Emc1
3425,Emc10
3426,Emc2
3427,Emc3
3428,Emc4
3429,Emc6
3430,Emc7
3431,Emc8
3432,Emc9
3433,Emd
3434,Eme1
3435,Emg1
3436,Emid1
3437,Emilin1
3438,Eml1
3439,Eml2
3440,Eml3
3441,Eml4
3442,Eml5
3443,Eml6
3444,Emp1
3445,Emp2
3446,Emp3
3447,Emsy
3448,Emx2
3449,Enah
3450,Enc1
3451,Endod1
3452,Endog
3453,Endov
3454,Eng
3455,Enho
3456,Enkd1
3457,Eno1
3458,Eno1b
3459,Eno2
3460,Eno3
3461,Enox1
3462,Enox2
3463,Enpp1
3464,Enpp2
3465,Enpp3
3466,Enpp4
3467,Enpp5
3468,Ensa
3469,Enthd1
3470,Entpd1
3471,Entpd5
3472,Entpd6
3473,Entpd7
3474,Entr1
3475,Eny2
3476,Eogt
3477,Ep300
3478,Ep400
3479,Epas1
3480,Epb41
3481,Epb41l1
3482,Epb41l2
3483,Epb41l3
3484,Epb41l4a
3485,Epb41l4aos
3486,Epb41l4b
3487,Epb41l5
3488,Epc1
3489,Epc2
3490,Epdr1
3491,Epg5
3492,Epha10
3493,Epha4
3494,Epha5
3495,Epha6
3496,Ephb1
3497,Ephb2
3498,Ephb3
3499,Ephb4
3500,Ephx1
3501,Epm2a
3502,Epm2aip1
3503,Epn1
3504,Epn2
3505,Epp13
3506,Eprs
3507,Eps15
3508,Eps15l1
3509,Eps8
3510,Eps8l2
3511,Epsti1
3512,Eqtn
3513,Eral1
3514,Erap1
3515,Erbb4
3516,Erbin
3517,Erc1
3518,Erc2
3519,Ercc1
3520,Ercc4
3521,Ercc5
3522,Ercc6l
3523,Ercc6l2
3524,Ereg
3525,Erf
3526,Erg
3527,Erg28
3528,Ergic1
3529,Ergic2
3530,Ergic3
3531,Erh
3532,Eri1
3533,Eri2
3534,Eri3
3535,Erich1
3536,Erich5
3537,Erich6b
3538,Erlec1
3539,Erlin1
3540,Ermard
3541,Ermp1
3542,Ern1
3543,Ero1l
3544,Ero1lb
3545,Erp29
3546,Erp44
3547,Errfi1
3548,Esco1
3549,Esco2
3550,Esd
3551,Esf1
3552,Espl1
3553,Espn
3554,Esr1
3555,Esr2
3556,Esrp1
3557,Esrra
3558,Esrrb
3559,Esrrg
3560,Ess2
3561,Esx1
3562,Esyt1
3563,Esyt2
3564,Etaa1
3565,Etf1
3566,Etfa
3567,Etfb
3568,Etfbkmt
3569,Etfdh
3570,Etfrf1
3571,Ethe1
3572,Etl4
3573,Etnk1
3574,Ets1
3575,Ets2
3576,Etv4
3577,Etv5
3578,Etv6
3579,Eva1b
3580,Eva1c
3581,Evc2
3582,Evi5
3583,Evl
3584,Ewsr1
3585,Exd1
3586,Exd2
3587,Exo1
3588,Exoc1
3589,Exoc2
3590,Exoc3
3591,Exoc3l2
3592,Exoc3l4
3593,Exoc4
3594,Exoc5
3595,Exoc6
3596,Exoc6b
3597,Exoc7
3598,Exog
3599,Exosc1
3600,Exosc10
3601,Exosc2
3602,Exosc3
3603,Exosc4
3604,Exosc5
3605,Exosc7
3606,Exosc8
3607,Exosc9
3608,Exph5
3609,Ext1
3610,Ext2
3611,Extl2
3612,Extl3
3613,Eya2
3614,Eya3
3615,Eya4
3616,Ezh1
3617,Ezh2
3618,Ezr
3619,F11r
3620,F12
3621,F13a1
3622,F2r
3623,F3
3624,F5
3625,F630040K05Rik
3626,F630206G17Rik
3627,F8
3628,F830208F22Rik
3629,F930017D23Rik
3630,Faah
3631,Faap100
3632,Faap20
3633,Fabp12
3634,Fabp5
3635,Fadd
3636,Fads1
3637,Fads2
3638,Fads3
3639,Faf1
3640,Faf2
3641,Fah
3642,Fahd1
3643,Fahd2a
3644,Faim
3645,Faim2
3646,Fam102a
3647,Fam102b
3648,Fam104a
3649,Fam107b
3650,Fam110b
3651,Fam111a
3652,Fam114a1
3653,Fam114a2
3654,Fam117a
3655,Fam117b
3656,Fam118a
3657,Fam118b
3658,Fam120a
3659,Fam120b
3660,Fam120c
3661,Fam122a
3662,Fam122b
3663,Fam122c
3664,Fam126a
3665,Fam126b
3666,Fam129a
3667,Fam129b
3668,Fam131c
3669,Fam133b
3670,Fam135a
3671,Fam136a
3672,Fam13a
3673,Fam13b
3674,Fam13c
3675,Fam149a
3676,Fam149b
3677,Fam151b
3678,Fam155a
3679,Fam160b1
3680,Fam160b2
3681,Fam161a
3682,Fam162a
3683,Fam163b
3684,Fam168a
3685,Fam168b
3686,Fam169a
3687,Fam169b
3688,Fam171a1
3689,Fam171b
3690,Fam172a
3691,Fam173a
3692,Fam174a
3693,Fam174b
3694,Fam174c
3695,Fam177a
3696,Fam177a2
3697,Fam178b
3698,Fam180a
3699,Fam186a
3700,Fam186b
3701,Fam189a1
3702,Fam189a2
3703,Fam189b
3704,Fam192a
3705,Fam193a
3706,Fam193b
3707,Fam199x
3708,Fam204a
3709,Fam207a
3710,Fam20b
3711,Fam20c
3712,Fam210a
3713,Fam210b
3714,Fam214a
3715,Fam214b
3716,Fam216a
3717,Fam219a
3718,Fam219b
3719,Fam221a
3720,Fam221b
3721,Fam222a
3722,Fam222b
3723,Fam227a
3724,Fam229b
3725,Fam234a
3726,Fam241a
3727,Fam32a
3728,Fam3a
3729,Fam3b
3730,Fam3c
3731,Fam45a
3732,Fam49b
3733,Fam50a
3734,Fam53a
3735,Fam53c
3736,Fam76a
3737,Fam76b
3738,Fam78a
3739,Fam81a
3740,Fam83d
3741,Fam8a1
3742,Fam91a1
3743,Fam92a
3744,Fam98a
3745,Fam98b
3746,Fancc
3747,Fancd2
3748,Fance
3749,Fanci
3750,Fancl
3751,Fancm
3752,Fank1
3753,Far1
3754,Far2
3755,Farp1
3756,Farp2
3757,Fars2
3758,Farsa
3759,Farsb
3760,Fas
3761,Fasn
3762,Fastk
3763,Fastkd1
3764,Fat1
3765,Fat3
3766,Fat4
3767,Fau
3768,Faxc
3769,Fbf1
3770,Fbh1
3771,Fbl
3772,Fblim1
3773,Fbln1
3774,Fbln2
3775,Fbln5
3776,Fbln7
3777,Fbn1
3778,Fbp1
3779,Fbp2
3780,Fbrs
3781,Fbrsl1
3782,Fbxl12
3783,Fbxl12os
3784,Fbxl13
3785,Fbxl15
3786,Fbxl17
3787,Fbxl18
3788,Fbxl19
3789,Fbxl2
3790,Fbxl20
3791,Fbxl3
3792,Fbxl4
3793,Fbxl5
3794,Fbxl6
3795,Fbxl7
3796,Fbxo10
3797,Fbxo11
3798,Fbxo15
3799,Fbxo17
3800,Fbxo2
3801,Fbxo22
3802,Fbxo24
3803,Fbxo25
3804,Fbxo28
3805,Fbxo3
3806,Fbxo30
3807,Fbxo31
3808,Fbxo32
3809,Fbxo34
3810,Fbxo36
3811,Fbxo38
3812,Fbxo4
3813,Fbxo40
3814,Fbxo42
3815,Fbxo45
3816,Fbxo46
3817,Fbxo47
3818,Fbxo5
3819,Fbxo6
3820,Fbxo7
3821,Fbxo8
3822,Fbxo9
3823,Fbxw11
3824,Fbxw17
3825,Fbxw2
3826,Fbxw22
3827,Fbxw26
3828,Fbxw4
3829,Fbxw5
3830,Fbxw7
3831,Fbxw8
3832,Fbxw9
3833,Fcf1
3834,Fcgr1
3835,Fcgrt
3836,Fcho2
3837,Fchsd2
3838,Fcor
3839,Fcrla
3840,Fcsk
3841,Fdft1
3842,Fdps
3843,Fdx1
3844,Fech
3845,Fem1b
3846,Fem1c
3847,Fen1
3848,Fer
3849,Fer1l4
3850,Fermt2
3851,Fermt3
3852,Fetub
3853,Fez2
3854,Fgd1
3855,Fgd2
3856,Fgd3
3857,Fgd4
3858,Fgd6
3859,Fgf10
3860,Fgf13
3861,Fgf18
3862,Fgf7
3863,Fgf9
3864,Fgfbp3
3865,Fgfr1
3866,Fgfr1op
3867,Fgfr1op2
3868,Fgfr2
3869,Fgfr4
3870,Fgfrl1
3871,Fggy
3872,Fgl1
3873,Fgr
3874,Fh1
3875,Fhad1
3876,Fhdc1
3877,Fhl1
3878,Fhl2
3879,Fhl3
3880,Fhod3
3881,Fibcd1
3882,Fibp
3883,Fig4
3884,Fign
3885,Fignl1
3886,Filip1
3887,Filip1l
3888,Fip1l1
3889,Firre
3890,Fis1
3891,Fitm2
3892,Fiz1
3893,Fkbp10
3894,Fkbp11
3895,Fkbp14
3896,Fkbp15
3897,Fkbp1a
3898,Fkbp1b
3899,Fkbp2
3900,Fkbp3
3901,Fkbp4
3902,Fkbp5
3903,Fkbp6
3904,Fkbp7
3905,Fkbp8
3906,Fkbp9
3907,Fkbpl
3908,Fktn
3909,Flacc1
3910,Flad1
3911,Flcn
3912,Flii
3913,Flna
3914,Flnb
3915,Flnc
3916,Flot1
3917,Flot2
3918,Flrt2
3919,Flrt3
3920,Flt1
3921,Flt3
3922,Flt4
3923,Flvcr1
3924,Flvcr2
3925,Flywch1
3926,Fmc1
3927,Fmn1
3928,Fmnl2
3929,Fmnl3
3930,Fmod
3931,Fmr1
3932,Fn1
3933,Fn3krp
3934,Fnbp1
3935,Fnbp1l
3936,Fnbp4
3937,Fndc1
3938,Fndc3a
3939,Fndc3b
3940,Fndc7
3941,Fnip1
3942,Fnip2
3943,Fnta
3944,Fntb
3945,Focad
3946,Folr2
3947,Fopnl
3948,Fos
3949,Fosl1
3950,Fosl2
3951,Foxa2
3952,Foxc1
3953,Foxd2os
3954,Foxf1
3955,Foxf2
3956,Foxj2
3957,Foxj3
3958,Foxk1
3959,Foxk2
3960,Foxm1
3961,Foxn2
3962,Foxn3
3963,Foxo1
3964,Foxo3
3965,Foxp1
3966,Foxp2
3967,Foxp4
3968,Foxq1
3969,Fpgs
3970,Fpr3
3971,Fra10ac1
3972,Fras1
3973,Frat1
3974,Frem1
3975,Frem2
3976,Frg1
3977,Frg2f1
3978,Frk
3979,Frmd3
3980,Frmd4a
3981,Frmd4b
3982,Frmd5
3983,Frmd6
3984,Frmd8
3985,Frmpd1
3986,Frmpd3
3987,Frmpd4
3988,Frrs1
3989,Frs2
3990,Fry
3991,Fryl
3992,Frzb
3993,Fscn1
3994,Fsd1
3995,Fsd1l
3996,Fsip1
3997,Fst
3998,Fstl1
3999,Fstl4
4000,Fstl5
4001,Fth1
4002,Ftl1
4003,Ftl1-ps1
4004,Ftl1-ps2
4005,Ftl2-ps
4006,Fto
4007,Ftsj1
4008,Ftsj3
4009,Ftx
4010,Fubp1
4011,Fubp3
4012,Fuca1
4013,Fuca2
4014,Fundc1
4015,Fundc2
4016,Fuom
4017,Furin
4018,Fus
4019,Fut10
4020,Fut11
4021,Fut8
4022,Fxn
4023,Fxr1
4024,Fxr2
4025,Fxyd5
4026,Fyb
4027,Fyb2
4028,Fyco1
4029,Fyn
4030,Fyttd1
4031,Fzd1
4032,Fzd2
4033,Fzd3
4034,Fzd6
4035,Fzr1
4036,G2e3
4037,G3bp1
4038,G3bp2
4039,G430095P16Rik
4040,G6pc3
4041,G6pdx
4042,G930009F23Rik
4043,Gaa
4044,Gab1
4045,Gab2
4046,Gab3
4047,Gabarap
4048,Gabarapl1
4049,Gabarapl2
4050,Gabbr1
4051,Gabbr2
4052,Gabpa
4053,Gabpb1
4054,Gabpb2
4055,Gabra3
4056,Gabrb1
4057,Gabrg3
4058,Gabrp
4059,Gabrr2
4060,Gabrr3
4061,Gadd45a
4062,Gadd45b
4063,Gadd45g
4064,Gadd45gip1
4065,Gadl1
4066,Gak
4067,Gal3st2
4068,Gal3st2c
4069,Galc
4070,Galk1
4071,Galk2
4072,Galm
4073,Galnt1
4074,Galnt10
4075,Galnt11
4076,Galnt14
4077,Galnt16
4078,Galnt17
4079,Galnt2l
4080,Galnt6
4081,Galnt7
4082,Galnt9
4083,Galntl6
4084,Galp
4085,Galt
4086,Gan
4087,Ganab
4088,Ganc
4089,Gapdh
4090,Gapdh-ps14
4091,Gapdh-ps16
4092,Gapvd1
4093,Gar1
4094,Garem1
4095,Garem2
4096,Garnl3
4097,Gars
4098,Gart
4099,Gas1
4100,Gas2l1
4101,Gas2l3
4102,Gas5
4103,Gas6
4104,Gas8
4105,Gask1b
4106,Gata1
4107,Gata3
4108,Gata4
4109,Gata6
4110,Gata6os
4111,Gatad1
4112,Gatad2a
4113,Gatad2b
4114,Gatc
4115,Gatd1
4116,Gatd3a
4117,Gatm
4118,Gba
4119,Gbe1
4120,Gbf1
4121,Gbp10
4122,Gbp11
4123,Gbp2
4124,Gbp2b
4125,Gbp3
4126,Gbp4
4127,Gbp6
4128,Gbp7
4129,Gbp8
4130,Gbp9
4131,Gbx1
4132,Gcat
4133,Gcc2
4134,Gcdh
4135,Gcfc2
4136,Gch1
4137,Gchfr
4138,Gclc
4139,Gclm
4140,Gcm1
4141,Gcn1
4142,Gcnt1
4143,Gcnt2
4144,Gcsh
4145,Gda
4146,Gdap2
4147,Gde1
4148,Gdf11
4149,Gdf9
4150,Gdi1
4151,Gdi2
4152,Gdnf
4153,Gdpd1
4154,Gdpd4
4155,Gdpd5
4156,Gemin2
4157,Gemin5
4158,Gemin6
4159,Gemin7
4160,Get1
4161,Get4
4162,Gfer
4163,Gfm1
4164,Gfm2
4165,Gfod2
4166,Gfpt1
4167,Gfpt2
4168,Gga1
4169,Gga2
4170,Gga3
4171,Ggct
4172,Ggcx
4173,Ggh
4174,Ggnbp2
4175,Ggps1
4176,Ggt1
4177,Ggt7
4178,Ggta1
4179,Ghdc
4180,Ghitm
4181,Ghr
4182,Gid4
4183,Gid8
4184,Gigyf1
4185,Gigyf2
4186,Gimap9
4187,Gin1
4188,Ginm1
4189,Gins1
4190,Gins2
4191,Gins3
4192,Gins4
4193,Gipc1
4194,Gipc3
4195,Gipr
4196,Git1
4197,Git2
4198,Gja1
4199,Gja5
4200,Gjb4
4201,Gjc1
4202,Gk
4203,Gk5
4204,Gkap1
4205,Gla
4206,Glb1
4207,Glb1l
4208,Glb1l3
4209,Glce
4210,Gldc
4211,Gle1
4212,Glg1
4213,Gli2
4214,Gli3
4215,Glipr1
4216,Glipr2
4217,Glis1
4218,Glis2
4219,Glis3
4220,Glmn
4221,Glmp
4222,Glo1
4223,Glo1-ps
4224,Glod4
4225,Glod5
4226,Glp2r
4227,Glra1
4228,Glrx
4229,Glrx2
4230,Glrx3
4231,Glrx5
4232,Gls
4233,Gls2
4234,Glt1d1
4235,Glt8d1
4236,Gltp
4237,Glud1
4238,Glul
4239,Glyr1
4240,Gm10015
4241,Gm10029
4242,Gm10030
4243,Gm10033
4244,Gm10036
4245,Gm10039
4246,Gm10044
4247,Gm10046
4248,Gm10051
4249,Gm10053
4250,Gm10054
4251,Gm10059
4252,Gm10060
4253,Gm10069
4254,Gm10073
4255,Gm10075
4256,Gm10076
4257,Gm10080
4258,Gm10086
4259,Gm10095
4260,Gm10108
4261,Gm10110
4262,Gm10120
4263,Gm10123
4264,Gm10125
4265,Gm10126
4266,Gm10131
4267,Gm10132
4268,Gm10136
4269,Gm10146
4270,Gm10154
4271,Gm10155
4272,Gm10157
4273,Gm10163
4274,Gm10175
4275,Gm10177
4276,Gm10180
4277,Gm10182
4278,Gm10184
4279,Gm10193
4280,Gm10221
4281,Gm10224
4282,Gm10232
4283,Gm10237
4284,Gm10240
4285,Gm10243
4286,Gm10247
4287,Gm10250
4288,Gm10254
4289,Gm10257
4290,Gm10259
4291,Gm10263
4292,Gm10268
4293,Gm10269
4294,Gm10273
4295,Gm10275
4296,Gm10282
4297,Gm10284
4298,Gm10288
4299,Gm10293
4300,Gm10297
4301,Gm10313
4302,Gm10320
4303,Gm10335
4304,Gm10343
4305,Gm10355
4306,Gm10357
4307,Gm10358
4308,Gm10362
4309,Gm10420
4310,Gm10443
4311,Gm10461
4312,Gm10487
4313,Gm10499
4314,Gm10503
4315,Gm10557
4316,Gm10566
4317,Gm10634
4318,Gm10639
4319,Gm10648
4320,Gm10653
4321,Gm10658
4322,Gm10687
4323,Gm10689
4324,Gm10698
4325,Gm10701
4326,Gm10705
4327,Gm10709
4328,Gm10714
4329,Gm10736
4330,Gm10778
4331,Gm10785
4332,Gm10800
4333,Gm10819
4334,Gm10837
4335,Gm10916
4336,Gm10925
4337,Gm11007
4338,Gm11032
4339,Gm11077
4340,Gm11100
4341,Gm11110
4342,Gm11184
4343,Gm11185
4344,Gm11190
4345,Gm11191
4346,Gm11196
4347,Gm11221
4348,Gm11223
4349,Gm11249
4350,Gm11263
4351,Gm11264
4352,Gm11281
4353,Gm11290
4354,Gm11337
4355,Gm11353
4356,Gm11362
4357,Gm11367
4358,Gm11387
4359,Gm11401
4360,Gm11407
4361,Gm11408
4362,Gm11425
4363,Gm11449
4364,Gm11450
4365,Gm11451
4366,Gm11470
4367,Gm11472
4368,Gm11476
4369,Gm11478
4370,Gm11483
4371,Gm11508
4372,Gm11517
4373,Gm11518
4374,Gm11520
4375,Gm11525
4376,Gm11531
4377,Gm11539
4378,Gm11560
4379,Gm11575
4380,Gm11590
4381,Gm11598
4382,Gm11599
4383,Gm11604
4384,Gm11613
4385,Gm11619
4386,Gm11625
4387,Gm11627
4388,Gm11628
4389,Gm11635
4390,Gm11639
4391,Gm11645
4392,Gm11663
4393,Gm11675
4394,Gm11687
4395,Gm11688
4396,Gm11694
4397,Gm11703
4398,Gm11715
4399,Gm11728
4400,Gm11747
4401,Gm11751
4402,Gm11759
4403,Gm11771
4404,Gm11805
4405,Gm11808
4406,Gm11814
4407,Gm11824
4408,Gm11826
4409,Gm11830
4410,Gm11836
4411,Gm11847
4412,Gm11867
4413,Gm11878
4414,Gm11889
4415,Gm11893
4416,Gm11914
4417,Gm11930
4418,Gm11934
4419,Gm11942
4420,Gm11951
4421,Gm11953
4422,Gm11954
4423,Gm11956
4424,Gm11964
4425,Gm11966
4426,Gm11970
4427,Gm11973
4428,Gm11975
4429,Gm11978
4430,Gm11989
4431,Gm11991
4432,Gm11993
4433,Gm12005
4434,Gm12013
4435,Gm12017
4436,Gm12020
4437,Gm12022
4438,Gm12023
4439,Gm12033
4440,Gm12034
4441,Gm12038
4442,Gm12070
4443,Gm12088
4444,Gm12091
4445,Gm12094
4446,Gm12109
4447,Gm12111
4448,Gm12115
4449,Gm12153
4450,Gm12164
4451,Gm12166
4452,Gm12168
4453,Gm12174
4454,Gm12176
4455,Gm12183
4456,Gm12184
4457,Gm12185
4458,Gm12191
4459,Gm12216
4460,Gm12218
4461,Gm12219
4462,Gm12222
4463,Gm12229
4464,Gm12242
4465,Gm12248
4466,Gm12251
4467,Gm12254
4468,Gm12280
4469,Gm12295
4470,Gm12312
4471,Gm12320
4472,Gm12322
4473,Gm12328
4474,Gm12331
4475,Gm12337
4476,Gm12338
4477,Gm12339
4478,Gm12341
4479,Gm12346
4480,Gm12350
4481,Gm12366
4482,Gm12367
4483,Gm12389
4484,Gm12416
4485,Gm12430
4486,Gm12446
4487,Gm12447
4488,Gm12460
4489,Gm12466
4490,Gm12468
4491,Gm12469
4492,Gm12482
4493,Gm12501
4494,Gm12503
4495,Gm12504
4496,Gm12508
4497,Gm12514
4498,Gm12537
4499,Gm12571
4500,Gm12583
4501,Gm12592
4502,Gm12596
4503,Gm12599
4504,Gm12604
4505,Gm12606
4506,Gm12607
4507,Gm12610
4508,Gm12618
4509,Gm12628
4510,Gm12643
4511,Gm12650
4512,Gm12657
4513,Gm12663
4514,Gm12666
4515,Gm12669
4516,Gm12678
4517,Gm12679
4518,Gm12682
4519,Gm12693
4520,Gm12696
4521,Gm12703
4522,Gm12704
4523,Gm12712
4524,Gm12714
4525,Gm12715
4526,Gm12718
4527,Gm12724
4528,Gm12727
4529,Gm12751
4530,Gm12766
4531,Gm12778
4532,Gm12791
4533,Gm12792
4534,Gm12799
4535,Gm12807
4536,Gm12811
4537,Gm12816
4538,Gm12840
4539,Gm12854
4540,Gm12861
4541,Gm12866
4542,Gm12873
4543,Gm12895
4544,Gm12896
4545,Gm12897
4546,Gm12905
4547,Gm12918
4548,Gm12922
4549,Gm12932
4550,Gm12933
4551,Gm12936
4552,Gm12940
4553,Gm12943
4554,Gm12944
4555,Gm12966
4556,Gm12967
4557,Gm12968
4558,Gm12976
4559,Gm12979
4560,Gm12983
4561,Gm12989
4562,Gm12990
4563,Gm12992
4564,Gm13010
4565,Gm13023
4566,Gm13031
4567,Gm13039
4568,Gm13055
4569,Gm13056
4570,Gm13067
4571,Gm13075
4572,Gm13092
4573,Gm13094
4574,Gm13121
4575,Gm13135
4576,Gm13136
4577,Gm13140
4578,Gm13147
4579,Gm13148
4580,Gm13160
4581,Gm13166
4582,Gm13167
4583,Gm13182
4584,Gm13192
4585,Gm13196
4586,Gm13212
4587,Gm13215
4588,Gm13216
4589,Gm13226
4590,Gm13230
4591,Gm13231
4592,Gm13232
4593,Gm13233
4594,Gm13237
4595,Gm13268
4596,Gm13283
4597,Gm13285
4598,Gm13292
4599,Gm13293
4600,Gm13328
4601,Gm13339
4602,Gm13340
4603,Gm13341
4604,Gm13342
4605,Gm13370
4606,Gm13379
4607,Gm13392
4608,Gm13394
4609,Gm13408
4610,Gm13413
4611,Gm13414
4612,Gm13422
4613,Gm13427
4614,Gm13430
4615,Gm13436
4616,Gm13450
4617,Gm13453
4618,Gm13456
4619,Gm13461
4620,Gm13464
