,gene
6176,Gm7691
6177,Gm7693
6178,Gm7722
6179,Gm7730
6180,Gm7739
6181,Gm7745
6182,Gm7762
6183,Gm7776
6184,Gm7780
6185,Gm7781
6186,Gm7783
6187,Gm7785
6188,Gm7799
6189,Gm7809
6190,Gm7816
6191,Gm7832
6192,Gm7839
6193,Gm7846
6194,Gm7854
6195,Gm7857
6196,Gm7859
6197,Gm7862
6198,Gm7867
6199,Gm7868
6200,Gm7870
6201,Gm7879
6202,Gm7882
6203,Gm7887
6204,Gm7899
6205,Gm7901
6206,Gm7908
6207,Gm7909
6208,Gm7926
6209,Gm7962
6210,Gm7964
6211,Gm7970
6212,Gm7980
6213,Gm7986
6214,Gm7993
6215,Gm8005
6216,Gm8019
6217,Gm8020
6218,Gm8031
6219,Gm805
6220,Gm8054
6221,Gm8055
6222,Gm8068
6223,Gm8091
6224,Gm8094
6225,Gm8100
6226,Gm8101
6227,Gm8116
6228,Gm8121
6229,Gm8122
6230,Gm8129
6231,Gm8130
6232,Gm8138
6233,Gm8157
6234,Gm8172
6235,Gm8177
6236,Gm8186
6237,Gm8197
6238,Gm8210
6239,Gm8213
6240,Gm8216
6241,Gm8228
6242,Gm8229
6243,Gm8232
6244,Gm8242
6245,Gm8250
6246,Gm8255
6247,Gm8257
6248,Gm8258
6249,Gm8264
6250,Gm8267
6251,Gm8268
6252,Gm8276
6253,Gm8288
6254,Gm8292
6255,Gm8317
6256,Gm8318
6257,Gm8319
6258,Gm8325
6259,Gm8326
6260,Gm8337
6261,Gm8341
6262,Gm8349
6263,Gm8355
6264,Gm8369
6265,Gm8373
6266,Gm8388
6267,Gm8399
6268,Gm8416
6269,Gm8420
6270,Gm8430
6271,Gm8439
6272,Gm8444
6273,Gm8451
6274,Gm8494
6275,Gm8520
6276,Gm8524
6277,Gm8539
6278,Gm8556
6279,Gm8557
6280,Gm8566
6281,Gm8586
6282,Gm8599
6283,Gm8605
6284,Gm8606
6285,Gm8616
6286,Gm8618
6287,Gm8623
6288,Gm8624
6289,Gm8649
6290,Gm8663
6291,Gm8666
6292,Gm8670
6293,Gm8692
6294,Gm8724
6295,Gm8730
6296,Gm8731
6297,Gm8739
6298,Gm8741
6299,Gm8756
6300,Gm8762
6301,Gm8773
6302,Gm8775
6303,Gm8797
6304,Gm8807
6305,Gm8818
6306,Gm8832
6307,Gm884
6308,Gm8840
6309,Gm8849
6310,Gm8860
6311,Gm8865
6312,Gm8880
6313,Gm8885
6314,Gm8894
6315,Gm8899
6316,Gm8909
6317,Gm8925
6318,Gm8934
6319,Gm8942
6320,Gm8959
6321,Gm8960
6322,Gm8971
6323,Gm8976
6324,Gm8979
6325,Gm8982
6326,Gm8989
6327,Gm8991
6328,Gm8996
6329,Gm9001
6330,Gm9008
6331,Gm9009
6332,Gm9013
6333,Gm9027
6334,Gm9028
6335,Gm9034
6336,Gm9044
6337,Gm9057
6338,Gm9067
6339,Gm9078
6340,Gm9081
6341,Gm9083
6342,Gm9104
6343,Gm9118
6344,Gm9130
6345,Gm9134
6346,Gm9143
6347,Gm9167
6348,Gm9169
6349,Gm9173
6350,Gm9174
6351,Gm9182
6352,Gm9195
6353,Gm9210
6354,Gm9234
6355,Gm9238
6356,Gm9264
6357,Gm9276
6358,Gm9294
6359,Gm9308
6360,Gm9320
6361,Gm9333
6362,Gm9347
6363,Gm9349
6364,Gm9351
6365,Gm9354
6366,Gm9385
6367,Gm9391
6368,Gm9396
6369,Gm9407
6370,Gm9409
6371,Gm9416
6372,Gm9431
6373,Gm9432
6374,Gm9457
6375,Gm9480
6376,Gm9493
6377,Gm9497
6378,Gm9512
6379,Gm9517
6380,Gm9531
6381,Gm960
6382,Gm9611
6383,Gm9614
6384,Gm9616
6385,Gm9619
6386,Gm9625
6387,Gm9645
6388,Gm9687
6389,Gm9701
6390,Gm9703
6391,Gm9711
6392,Gm9712
6393,Gm9725
6394,Gm9727
6395,Gm973
6396,Gm9750
6397,Gm9761
6398,Gm9762
6399,Gm9774
6400,Gm9790
6401,Gm9791
6402,Gm9794
6403,Gm9797
6404,Gm9800
6405,Gm9803
6406,Gm9816
6407,Gm9833
6408,Gm9843
6409,Gm9844
6410,Gm9847
6411,Gm9892
6412,Gm9962
6413,Gm9973
6414,Gm9999
6415,Gmcl1
6416,Gmds
6417,Gmeb1
6418,Gmeb2
6419,Gmfb
6420,Gmip
6421,Gmnc
6422,Gmnn
6423,Gmppa
6424,Gmpr
6425,Gmps
6426,Gna11
6427,Gna12
6428,Gna13
6429,Gna15
6430,Gnai1
6431,Gnai2
6432,Gnai3
6433,Gnal
6434,Gnao1
6435,Gnaq
6436,Gnas
6437,Gnb1
6438,Gnb1l
6439,Gnb2
6440,Gnb4
6441,Gnb5
6442,Gne
6443,Gng11
6444,Gng12
6445,Gng2
6446,Gng5
6447,Gng5-ps
6448,Gng7
6449,Gnl1
6450,Gnl2
6451,Gnl3
6452,Gnl3l
6453,Gnmt
6454,Gnpat
6455,Gnpda1
6456,Gnpda2
6457,Gnptab
6458,Gnptg
6459,Gns
6460,Golga1
6461,Golga2
6462,Golga3
6463,Golga4
6464,Golga5
6465,Golga7
6466,Golgb1
6467,Golim4
6468,Golm1
6469,Golph3
6470,Golph3l
6471,Golt1b
6472,Gon4l
6473,Gopc
6474,Gorab
6475,Gorasp2
6476,Gosr1
6477,Gosr2
6478,Got1
6479,Got1l1
6480,Got2
6481,Got2-ps1
6482,Gpaa1
6483,Gpalpp1
6484,Gpam
6485,Gpank1
6486,Gpat3
6487,Gpat4
6488,Gpatch1
6489,Gpatch11
6490,Gpatch2
6491,Gpatch3
6492,Gpatch4
6493,Gpatch8
6494,Gpbp1
6495,Gpbp1l1
6496,Gpc1
6497,Gpc3
6498,Gpc4
6499,Gpc5
6500,Gpc6
6501,Gpcpd1
6502,Gpd1l
6503,Gpd2
6504,Gphn
6505,Gpi1
6506,Gpkow
6507,Gpm6a
6508,Gpn1
6509,Gpn2
6510,Gpn3
6511,Gpr1
6512,Gpr107
6513,Gpr108
6514,Gpr137
6515,Gpr137b
6516,Gpr137b-ps
6517,Gpr142
6518,Gpr146
6519,Gpr153
6520,Gpr156
6521,Gpr158
6522,Gpr161
6523,Gpr173
6524,Gpr179
6525,Gpr180
6526,Gpr19
6527,Gpr35
6528,Gpr39
6529,Gpr45
6530,Gpr55
6531,Gpr89
6532,Gprasp1
6533,Gprc5a
6534,Gps1
6535,Gps2
6536,Gpsm1
6537,Gpsm2
6538,Gpsm3
6539,Gpt2
6540,Gpx1
6541,Gpx4
6542,Gpx4-ps1
6543,Gpx4-ps2
6544,Gpx8
6545,Gramd1a
6546,Gramd1b
6547,Gramd1c
6548,Gramd2
6549,Gramd3
6550,Gramd4
6551,Grb10
6552,Grb14
6553,Grb2
6554,Grcc10
6555,Greb1
6556,Greb1l
6557,Grhl1
6558,Grhl2
6559,Grhpr
6560,Gria3
6561,Gria4
6562,Grik1
6563,Grik2
6564,Grik3
6565,Grik5
6566,Grin2b
6567,Grina
6568,Grip1
6569,Grip2
6570,Gripap1
6571,Grk2
6572,Grk4
6573,Grk5
6574,Grk6
6575,Grm3
6576,Grm5
6577,Grm7
6578,Grm8
6579,Grn
6580,Grpel1
6581,Grpel2
6582,Grsf1
6583,Grtp1
6584,Grwd1
6585,Gsap
6586,Gsdmd
6587,Gsdme
6588,Gsk3a
6589,Gsk3b
6590,Gskip
6591,Gsn
6592,Gspt1
6593,Gsr
6594,Gss
6595,Gsta2
6596,Gsta3
6597,Gsta4
6598,Gstcd
6599,Gstm1
6600,Gstm2
6601,Gstm5
6602,Gsto1
6603,Gstp-ps
6604,Gstp1
6605,Gstp2
6606,Gstt1
6607,Gstt2
6608,Gstt3
6609,Gstz1
6610,Gt(ROSA)26Sor
6611,Gtdc1
6612,Gtf2a1
6613,Gtf2a2
6614,Gtf2b
6615,Gtf2e2
6616,Gtf2f1
6617,Gtf2f2
6618,Gtf2h1
6619,Gtf2h2
6620,Gtf2h3
6621,Gtf2h4
6622,Gtf2h5
6623,Gtf2i
6624,Gtf2ird1
6625,Gtf2ird2
6626,Gtf3c1
6627,Gtf3c2
6628,Gtf3c3
6629,Gtf3c4
6630,Gtf3c6
6631,Gtpbp1
6632,Gtpbp10
6633,Gtpbp2
6634,Gtpbp3
6635,Gtpbp4
6636,Gtpbp4-ps3
6637,Gtpbp8
6638,Gtsf2
6639,Gucd1
6640,Gucy1a2
6641,Gucy1b2
6642,Guf1
6643,Guk1
6644,Gulp1
6645,Gusb
6646,Gvin1
6647,Gxylt1
6648,Gxylt2
6649,Gyg
6650,Gypc
6651,Gys1
6652,Gys2
6653,Gzf1
6654,H13
6655,H1f0
6656,H1f10
6657,H1f2
6658,H1f3
6659,H1f4
6660,H1f5
6661,H2-D1
6662,H2-DMa
6663,H2-DMb1
6664,H2-DMb2
6665,H2-K1
6666,H2-K2
6667,H2-M3
6668,H2-Q1
6669,H2-Q2
6670,H2-Q4
6671,H2-Q5
6672,H2-Q6
6673,H2-Q7
6674,H2-T10
6675,H2-T22
6676,H2-T23
6677,H2ac11
6678,H2ac12
6679,H2ac13
6680,H2ac14
6681,H2ac15
6682,H2ac20
6683,H2ac4
6684,H2ac6
6685,H2ac7
6686,H2ac8
6687,H2aj
6688,H2aw
6689,H2ax
6690,H2az1
6691,H2az2
6692,H2bc1
6693,H2bc11
6694,H2bc12
6695,H2bc13
6696,H2bc14
6697,H2bc15
6698,H2bc3
6699,H2bc4
6700,H2bc6
6701,H2bc8
6702,H2bc9
6703,H3c10
6704,H3c15
6705,H3c2
6706,H3f3a
6707,H3f3a-ps1
6708,H3f3a-ps2
6709,H3f3b
6710,H4c12
6711,H4c3
6712,H4c4
6713,H4c8
6714,H4c9
6715,H4f16
6716,H60b
6717,H6pd
6718,Habp4
6719,Hacd1
6720,Hacd2
6721,Hacd3
6722,Hacd4
6723,Hace1
6724,Hadh
6725,Hadha
6726,Hadhb
6727,Hagh
6728,Hand2
6729,Hao1
6730,Hap1
6731,Hapln1
6732,Hapln4
6733,Harbi1
6734,Hars
6735,Hars2
6736,Has1
6737,Has2
6738,Has2os
6739,Hat1
6740,Haus1
6741,Haus2
6742,Haus3
6743,Haus4
6744,Haus6
6745,Haus7
6746,Haus8
6747,Hax1
6748,Hbegf
6749,Hbp1
6750,Hbs1l
6751,Hccs
6752,Hcfc1
6753,Hcfc1r1
6754,Hcfc1r1-ps1
6755,Hcfc2
6756,Hck
6757,Hcn1
6758,Hcn2
6759,Hcn3
6760,Hdac1
6761,Hdac1-ps
6762,Hdac11
6763,Hdac2
6764,Hdac3
6765,Hdac4
6766,Hdac5
6767,Hdac6
6768,Hdac7
6769,Hdac8
6770,Hdac9
6771,Hdc
6772,Hddc2
6773,Hdgf
6774,Hdgfl2
6775,Hdgfl3
6776,Hdhd3
6777,Hdhd5
6778,Hdlbp
6779,Hdx
6780,Heatr1
6781,Heatr3
6782,Heatr4
6783,Heatr5a
6784,Heatr5b
6785,Heatr6
6786,Hebp1
6787,Heca
6788,Hectd1
6789,Hectd2
6790,Hectd2os
6791,Hectd4
6792,Hecw1
6793,Hecw2
6794,Heg1
6795,Helb
6796,Hells
6797,Helq
6798,Helz
6799,Helz2
6800,Hemgn
6801,Herc1
6802,Herc2
6803,Herc3
6804,Herc4
6805,Herc6
6806,Herpud1
6807,Herpud2
6808,Hes1
6809,Hes6
6810,Hesx1
6811,Hexa
6812,Hexb
6813,Hexdc
6814,Hexim1
6815,Hexim2
6816,Hfm1
6817,Hgd
6818,Hgs
6819,Hgsnat
6820,Hhat
6821,Hhex
6822,Hhla1
6823,Hibadh
6824,Hibch
6825,Hif1a
6826,Hif1an
6827,Hif3a
6828,Higd1a
6829,Higd2a
6830,Hikeshi
6831,Hilpda
6832,Hinfp
6833,Hint1
6834,Hint2
6835,Hint3
6836,Hip1
6837,Hipk1
6838,Hipk2
6839,Hipk3
6840,Hira
6841,Hirip3
6842,Hist1h2al
6843,Hist1h2an
6844,Hist1h2ao
6845,Hist1h2ap
6846,Hist1h2bp
6847,Hist1h2bq
6848,Hist1h2br
6849,Hist1h4m
6850,Hist1h4n
6851,Hivep1
6852,Hivep2
6853,Hivep3
6854,Hjurp
6855,Hk1
6856,Hk1os
6857,Hk2
6858,Hlcs
6859,Hltf
6860,Hlx
6861,Hmbox1
6862,Hmbs
6863,Hmces
6864,Hmcn2
6865,Hmg20a
6866,Hmg20b
6867,Hmga1
6868,Hmga1b
6869,Hmga2
6870,Hmgb1
6871,Hmgb1-ps1
6872,Hmgb1-ps2
6873,Hmgb1-ps3
6874,Hmgb1-ps4
6875,Hmgb1-ps6
6876,Hmgb1-ps7
6877,Hmgb1-ps8
6878,Hmgb1-ps9
6879,Hmgb2
6880,Hmgb3
6881,Hmgcl
6882,Hmgcr
6883,Hmgcs1
6884,Hmgn1
6885,Hmgn2
6886,Hmgn3
6887,Hmgn5
6888,Hmgxb3
6889,Hmgxb4
6890,Hmmr
6891,Hmox1
6892,Hmox2
6893,Hnf1a
6894,Hnf1aos1
6895,Hnf4a
6896,Hnrnpa0
6897,Hnrnpa1
6898,Hnrnpa1l2-ps2
6899,Hnrnpa2b1
6900,Hnrnpa3
6901,Hnrnpab
6902,Hnrnpc
6903,Hnrnpd
6904,Hnrnpdl
6905,Hnrnpf
6906,Hnrnph1
6907,Hnrnph2
6908,Hnrnph3
6909,Hnrnpk
6910,Hnrnpl
6911,Hnrnpll
6912,Hnrnpm
6913,Hnrnpr
6914,Hnrnpu
6915,Hnrnpul1
6916,Hnrnpul2
6917,Hoga1
6918,Homer1
6919,Homer2
6920,Homer3
6921,Homez
6922,Hook2
6923,Hook3
6924,Hopx
6925,Hormad1
6926,Hormad2
6927,Hotairm1
6928,Hoxa7
6929,Hoxaas3
6930,Hoxb13
6931,Hoxb2
6932,Hoxb3os
6933,Hoxb4
6934,Hoxb6
6935,Hoxb7
6936,Hoxb8
6937,Hoxb9
6938,Hoxc10
6939,Hoxc13
6940,Hoxc4
6941,Hoxc5
6942,Hoxc9
6943,Hoxd3os1
6944,Hoxd8
6945,Hoxd9
6946,Hp1bp3
6947,Hpcal1
6948,Hpf1
6949,Hpgds
6950,Hprt
6951,Hps3
6952,Hps4
6953,Hps5
6954,Hpse
6955,Hpse2
6956,Hras
6957,Hrh1
6958,Hs1bp3
6959,Hs2st1
6960,Hs3st5
6961,Hs6st2
6962,Hsbp1
6963,Hscb
6964,Hsd17b10
6965,Hsd17b11
6966,Hsd17b12
6967,Hsd17b2
6968,Hsd17b4
6969,Hsd17b6
6970,Hsd17b7
6971,Hsdl1
6972,Hsdl2
6973,Hsf1
6974,Hsf2
6975,Hsf2bp
6976,Hsf3
6977,Hsp25-ps1
6978,Hsp90aa1
6979,Hsp90ab1
6980,Hsp90b1
6981,Hspa13
6982,Hspa14
6983,Hspa1l
6984,Hspa4
6985,Hspa4l
6986,Hspa5
6987,Hspa8
6988,Hspa9
6989,Hspa9-ps1
6990,Hspb1
6991,Hspb11
6992,Hspb2
6993,Hspb8
6994,Hspbap1
6995,Hspbp1
6996,Hspd1
6997,Hspd1-ps3
6998,Hspe1
6999,Hspe1-rs1
7000,Hspg2
7001,Hsph1
7002,Htatsf1
7003,Htra1
7004,Htt
7005,Hus1
7006,Huwe1
7007,Hvcn1
7008,Hyal2
7009,Hydin
7010,Hyi
7011,Hyou1
7012,Hypk
7013,Iah1
7014,Iars
7015,Iars2
7016,Ibtk
7017,Ica1
7018,Ica1l
7019,Icam2
7020,Icam5
7021,Ice1
7022,Ice2
7023,Id1
7024,Id2
7025,Id3
7026,Ide
7027,Idh1
7028,Idh2
7029,Idh3a
7030,Idh3b
7031,Idh3g
7032,Idi1
7033,Idnk
7034,Ids
7035,Idua
7036,Ier2
7037,Ier3
7038,Ier3ip1
7039,Ier5
7040,Ier5l
7041,Iffo1
7042,Iffo2
7043,Ifi202b
7044,Ifi203
7045,Ifi203-ps
7046,Ifi204
7047,Ifi205
7048,Ifi207
7049,Ifi211
7050,Ifi27
7051,Ifi27l2a
7052,Ifi30
7053,Ifi35
7054,Ifi44
7055,Ifi47
7056,Ifih1
7057,Ifit1
7058,Ifit2
7059,Ifit3
7060,Ifit3b
7061,Ifitm2
7062,Ifitm3
7063,Ifnar1
7064,Ifnar2
7065,Ifngr1
7066,Ifngr2
7067,Ifrd1
7068,Ift122
7069,Ift140
7070,Ift172
7071,Ift20
7072,Ift22
7073,Ift27
7074,Ift43
7075,Ift46
7076,Ift52
7077,Ift57
7078,Ift74
7079,Ift80
7080,Ift81
7081,Ift88
7082,Igbp1
7083,Igdcc3
7084,Igf1
7085,Igf1r
7086,Igf2bp1
7087,Igf2bp2
7088,Igf2bp3
7089,Igf2r
7090,Igfbp2
7091,Igfbp4
7092,Igfbp6
7093,Igfbp7
7094,Igfbpl1
7095,Ighmbp2
7096,Iglon5
7097,Igsf23
7098,Igsf3
7099,Igsf8
7100,Igtp
7101,Iigp1
7102,Ik
7103,Ikbip
7104,Ikbkb
7105,Ikbkg
7106,Ikzf1
7107,Ikzf2
7108,Ikzf4
7109,Ikzf5
7110,Il10
7111,Il10rb
7112,Il11
7113,Il11ra1
7114,Il11ra2
7115,Il12rb2
7116,Il13ra1
7117,Il16
7118,Il17ra
7119,Il17rc
7120,Il17rd
7121,Il18
7122,Il18bp
7123,Il1r1
7124,Il1r2
7125,Il1rap
7126,Il1rapl1
7127,Il1rapl2
7128,Il1rn
7129,Il2
7130,Il23a
7131,Il27
7132,Il31ra
7133,Il33
7134,Il34
7135,Il3ra
7136,Il4ra
7137,Il6ra
7138,Il6st
7139,Ildr2
7140,Ilf2
7141,Ilf3
7142,Ilkap
7143,Ilrun
7144,Ilvbl
7145,Immp1l
7146,Immp2l
7147,Immt
7148,Imp3
7149,Imp4
7150,Impa1
7151,Impa2
7152,Impact
7153,Impad1
7154,Impdh1
7155,Impdh2
7156,Impdh2-ps
7157,Ina
7158,Inafm1
7159,Inca1
7160,Incenp
7161,Inf2
7162,Ing1
7163,Ing2
7164,Ing3
7165,Ing4
7166,Ing5
7167,Inhba
7168,Inip
7169,Inka1
7170,Inka2
7171,Ino80
7172,Ino80b
7173,Ino80c
7174,Ino80d
7175,Ino80dos
7176,Ino80e
7177,Inpp1
7178,Inpp4a
7179,Inpp5a
7180,Inpp5b
7181,Inpp5d
7182,Inpp5e
7183,Inpp5f
7184,Inpp5k
7185,Inppl1
7186,Ins2
7187,Insig1
7188,Insig2
7189,Insl6
7190,Insr
7191,Insyn1
7192,Ints1
7193,Ints10
7194,Ints11
7195,Ints12
7196,Ints13
7197,Ints14
7198,Ints2
7199,Ints3
7200,Ints4
7201,Ints6
7202,Ints6l
7203,Ints7
7204,Ints8
7205,Ints9
7206,Intu
7207,Invs
7208,Ip6k1
7209,Ip6k2
7210,Ipcef1
7211,Ipmk
7212,Ipo11
7213,Ipo13
7214,Ipo4
7215,Ipo5
7216,Ipo7
7217,Ipo8
7218,Ipo9
7219,Ipp
7220,Ippk
7221,Iqank1
7222,Iqcb1
7223,Iqce
7224,Iqcf2
7225,Iqck
7226,Iqcm
7227,Iqgap1
7228,Iqgap2
7229,Iqgap3
7230,Iqsec1
7231,Iqsec2
7232,Irak1
7233,Irak1bp1
7234,Irak2
7235,Irak4
7236,Ireb2
7237,Irf1
7238,Irf2
7239,Irf2bp1
7240,Irf2bp2
7241,Irf2bpl
7242,Irf3
7243,Irf7
7244,Irf9
7245,Irgm1
7246,Irgm2
7247,Irs1
7248,Irs2
7249,Isca1
7250,Isca2
7251,Iscu
7252,Isg15
7253,Isg20
7254,Isg20l2
7255,Islr
7256,Ism2
7257,Isoc1
7258,Isoc2a
7259,Isoc2b
7260,Ist1
7261,Isy1
7262,Isyna1
7263,Itch
7264,Itfg1
7265,Itfg2
7266,Itga1
7267,Itga10
7268,Itga11
7269,Itga2b
7270,Itga3
7271,Itga5
7272,Itga6
7273,Itga8
7274,Itga9
7275,Itgad
7276,Itgae
7277,Itgav
7278,Itgb1
7279,Itgb1bp1
7280,Itgb3bp
7281,Itgb4
7282,Itgb5
7283,Itgb7
7284,Itgbl1
7285,Itih2
7286,Itk
7287,Itm2b
7288,Itm2c
7289,Itpa
7290,Itpkb
7291,Itpkc
7292,Itpr1
7293,Itpr2
7294,Itpr3
7295,Itprid2
7296,Itpripl2
7297,Itsn1
7298,Itsn2
7299,Ivd
7300,Ivns1abp
7301,Iws1
7302,Jade1
7303,Jade2
7304,Jade3
7305,Jag1
7306,Jagn1
7307,Jak1
7308,Jak2
7309,Jakmip1
7310,Jam2
7311,Jam3
7312,Jaml
7313,Jarid2
7314,Jazf1
7315,Jdp2
7316,Jkamp
7317,Jmjd1c
7318,Jmjd6
7319,Jmy
7320,Josd1
7321,Josd2
7322,Jpt1
7323,Jpt2
7324,Jpx
7325,Jrkl
7326,Jtb
7327,Jun
7328,Junb
7329,Jund
7330,Jup
7331,Kalrn
7332,Kank1
7333,Kank2
7334,Kansl1
7335,Kansl1l
7336,Kansl2
7337,Kansl2-ps
7338,Kansl3
7339,Kantr
7340,Kars
7341,Kat14
7342,Kat2a
7343,Kat2b
7344,Kat6a
7345,Kat6b
7346,Kat7
7347,Kat8
7348,Katna1
7349,Katnal2
7350,Kazn
7351,Kbtbd2
7352,Kbtbd3
7353,Kcmf1
7354,Kcnab1
7355,Kcnab2
7356,Kcnb1
7357,Kcnd1
7358,Kcng3
7359,Kcnh1
7360,Kcnh6
7361,Kcnip2
7362,Kcnip4
7363,Kcnj5
7364,Kcnk10
7365,Kcnk12
7366,Kcnk13
7367,Kcnk2
7368,Kcnma1
7369,Kcnn1
7370,Kcnn2
7371,Kcnn3
7372,Kcnq1ot1
7373,Kcnq2
7374,Kcnq5
7375,Kcns3
7376,Kcnt2
7377,Kcnu1
7378,Kcp
7379,Kctd1
7380,Kctd10
7381,Kctd11
7382,Kctd13
7383,Kctd16
7384,Kctd17
7385,Kctd18
7386,Kctd19
7387,Kctd20
7388,Kctd21
7389,Kctd3
7390,Kctd5
7391,Kctd6
7392,Kctd9
7393,Kdelr1
7394,Kdelr2
7395,Kdelr3
7396,Kdm1a
7397,Kdm1b
7398,Kdm2a
7399,Kdm2b
7400,Kdm3a
7401,Kdm3b
7402,Kdm4a
7403,Kdm4b
7404,Kdm4c
7405,Kdm5a
7406,Kdm5b
7407,Kdm5c
7408,Kdm6a
7409,Kdm6b
7410,Kdm7a
7411,Kdsr
7412,Keap1
7413,Keg1
7414,Khdc4
7415,Khdrbs1
7416,Khdrbs2
7417,Khdrbs3
7418,Khk
7419,Khnyn
7420,Khsrp
7421,Kidins220
7422,Kif11
7423,Kif13a
7424,Kif13b
7425,Kif14
7426,Kif15
7427,Kif16b
7428,Kif17
7429,Kif18a
7430,Kif18b
7431,Kif19a
7432,Kif1a
7433,Kif1b
7434,Kif1c
7435,Kif20b
7436,Kif21a
7437,Kif22
7438,Kif23
7439,Kif24
7440,Kif26b
7441,Kif28
7442,Kif2a
7443,Kif2c
7444,Kif3a
7445,Kif3b
7446,Kif4
7447,Kif5b
7448,Kif5c
7449,Kif6
7450,Kifap3
7451,Kifbp
7452,Kifc1
7453,Kifc2
7454,Kifc3
7455,Kifc5b
7456,Kin
7457,Kirrel
7458,Kirrel3
7459,Kit
7460,Kitl
7461,Kiz
7462,Klb
7463,Klc1
7464,Klc2
7465,Klc4
7466,Klf10
7467,Klf12
7468,Klf13
7469,Klf3
7470,Klf4
7471,Klf5
7472,Klf6
7473,Klf7
7474,Klf8
7475,Klf9
7476,Klhdc10
7477,Klhdc2
7478,Klhdc3
7479,Klhdc4
7480,Klhdc8a
7481,Klhdc8b
7482,Klhl1
7483,Klhl10
7484,Klhl12
7485,Klhl13
7486,Klhl14
7487,Klhl15
7488,Klhl18
7489,Klhl2
7490,Klhl20
7491,Klhl22
7492,Klhl23
7493,Klhl24
7494,Klhl26
7495,Klhl28
7496,Klhl29
7497,Klhl3
7498,Klhl32
7499,Klhl36
7500,Klhl42
7501,Klhl5
7502,Klhl7
7503,Klhl9
7504,Klkb1
7505,Klra9
7506,Klrb1
7507,Kmt2a
7508,Kmt2c
7509,Kmt2d
7510,Kmt2e
7511,Kmt5a
7512,Kmt5b
7513,Kng1
7514,Kng2
7515,Knl1
7516,Knop1
7517,Knstrn
7518,Kntc1
7519,Kpna1
7520,Kpna2
7521,Kpna3
7522,Kpna4
7523,Kpna6
7524,Kpna7
7525,Kpnb1
7526,Kptn
7527,Kras
7528,Krcc1
7529,Kremen1
7530,Kri1
7531,Krit1
7532,Krr1
7533,Krt10
7534,Krt19
7535,Krt222
7536,Krtcap2
7537,Ksr1
7538,Ksr2
7539,Kti12
7540,Ktn1
7541,Kxd1
7542,Kyat1
7543,L2hgdh
7544,L3mbtl1
7545,L3mbtl2
7546,L3mbtl3
7547,LTO1
7548,Lacc1
7549,Lactb
7550,Lactb2
7551,Lage3
7552,Lalba
7553,Lama3
7554,Lama4
7555,Lama5
7556,Lamb1
7557,Lamb2
7558,Lamb3
7559,Lamc1
7560,Lamc2
7561,Lamc3
7562,Lamp1
7563,Lamp2
7564,Lamtor1
7565,Lamtor2
7566,Lamtor3
7567,Lamtor4
7568,Lamtor5
7569,Lancl1
7570,Lancl2
7571,Lap3
7572,Laptm4a
7573,Laptm4b
7574,Large1
7575,Larp1
7576,Larp1b
7577,Larp4
7578,Larp4b
7579,Larp6
7580,Larp7
7581,Lars
7582,Lars2
7583,Las1l
7584,Lasp1
7585,Lats1
7586,Lats2
7587,Layn
7588,Lbh
7589,Lbhd1
7590,Lbp
7591,Lbr
7592,Lca5
7593,Lca5l
7594,Lck
7595,Lclat1
7596,Lcmt1
7597,Lcmt2
7598,Lcn2
7599,Lcor
7600,Lcorl
7601,Lctl
7602,Ldah
7603,Ldb1
7604,Ldb2
7605,Ldb3
7606,Ldha
7607,Ldhc
7608,Ldlr
7609,Ldlrad3
7610,Ldlrad4
7611,Ldlrap1
7612,Lef1
7613,Lefty1
7614,Lekr1
7615,Lemd1
7616,Lemd2
7617,Lemd3
7618,Leng1
7619,Leo1
7620,Lepr
7621,Leprot
7622,Leprotl1
7623,Letm1
7624,Letmd1
7625,Lexm
7626,Lgals1
7627,Lgals2
7628,Lgals3
7629,Lgals3bp
7630,Lgals4
7631,Lgals8
7632,Lgals9
7633,Lgalsl
7634,Lgmn
7635,Lgr4
7636,Lgr5
7637,Lhfp
7638,Lhfpl1
7639,Lhfpl2
7640,Lhfpl3
7641,Lhfpl4
7642,Lhx2
7643,Lhx5
7644,Lias
7645,Lifr
7646,Lig1
7647,Lima1
7648,Limch1
7649,Limd1
7650,Limd2
7651,Limk1
7652,Limk2
7653,Lims1
7654,Lin28a
7655,Lin28b
7656,Lin37
7657,Lin52
7658,Lin54
7659,Lin7c
7660,Lin9
7661,Lingo1
7662,Lingo2
7663,Lins1
7664,Lipa
7665,Lipc
7666,Lipe
7667,Liph
7668,Lipo3
7669,Lipt1
7670,Litaf
7671,Lix1
7672,Lix1l
7673,Llgl1
7674,Llgl2
7675,Llph
7676,Llph-ps1
7677,Llph-ps2
7678,Lman1
7679,Lman1l
7680,Lman2
7681,Lman2l
7682,Lmbr1
7683,Lmbr1l
7684,Lmbrd1
7685,Lmbrd2
7686,Lmcd1
7687,Lmf1
7688,Lmf2
7689,Lmln
7690,Lmna
7691,Lmnb1
7692,Lmnb2
7693,Lmntd1
7694,Lmo4
7695,Lmo7
7696,Lmod1
7697,Lmtk2
7698,Lmx1a
7699,Lmx1b
7700,Lncenc1
7701,Lncpint
7702,Lncppara
7703,Lnpep
7704,Lnpk
7705,Lnx1
7706,Lnx2
7707,Lockd
7708,Lonp1
7709,Lonp2
7710,Lox
7711,Loxl1
7712,Loxl2
7713,Lpar1
7714,Lpar6
7715,Lpcat1
7716,Lpcat2
